Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
USA,USA,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population",41.7735907034339,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2008,"Rate per 100,000 population",46.0893729147369,Computed/CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2009,"Rate per 100,000 population",39.2565128729578,Computed/CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2010,"Rate per 100,000 population",65.882661231406,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2010,"Rate per 100,000 population",41.3970137373984,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2010,"Rate per 100,000 population",45.1565324880474,Computed/CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2010,"Rate per 100,000 population",61.1911367868952,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2011,"Rate per 100,000 population",63.6880861703885,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2011,"Rate per 100,000 population",39.2676446304687,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2011,"Rate per 100,000 population",44.3141720470171,Computed/CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2011,"Rate per 100,000 population",54.8689597916942,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2012,"Rate per 100,000 population",63.0406912096155,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2012,"Rate per 100,000 population",39.5366296399457,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2012,"Rate per 100,000 population",46.5553943389957,Computed/CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2012,"Rate per 100,000 population",56.6094549834387,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2013,"Rate per 100,000 population",60.4499965505628,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2013,"Rate per 100,000 population",45.8574400970397,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2013,"Rate per 100,000 population",53.9425323477572,Computed/CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2013,"Rate per 100,000 population",66.1260956885711,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2013,"Rate per 100,000 population",31.206198004198,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2014,"Rate per 100,000 population",58.272075770476,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2014,"Rate per 100,000 population",60.8200986562061,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2014,"Rate per 100,000 population",62.700421299018,Computed/CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2014,"Rate per 100,000 population",71.6396140324632,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2014,"Rate per 100,000 population",29.9426621817578,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2015,"Rate per 100,000 population",58.6251151134976,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2015,"Rate per 100,000 population",71.5275193769456,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2015,"Rate per 100,000 population",70.3167656880107,Computed/CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2015,"Rate per 100,000 population",75.9352317141262,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2015,"Rate per 100,000 population",30.0915606460684,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",59.7532249130326,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",79.0562485191085,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",73.3028772856132,Computed/CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",81.4846337447037,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",32.507826105396,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",67.6800481803156,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",94.995973672131,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",75.6347169230407,Computed/CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",91.1554343017254,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",35.4579200723576,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",77.1076121146624,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",99.9022105914173,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",77.6449917917392,Computed/CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",96.6514039830088,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",36.73590709456,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",82.6035850488924,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",74.9867848993514,Computed/CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",92.7278384858968,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",36.3969175773215,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",76.3024231100007,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",65.6815316194586,Computed/CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",78.2290523234541,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",31.4387906963015,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,"Rate per 100,000 population",89.7444351478647,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,"Rate per 100,000 population",86.2247434012587,Computed/CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,"Rate per 100,000 population",100.12956440811,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,"Rate per 100,000 population",37.240355309488,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2013,"Rate per 100,000 population",14.9299741433382,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2013,"Rate per 100,000 population",34.0488324748255,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2013,"Rate per 100,000 population",54.4512641477561,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2014,"Rate per 100,000 population",15.3200396965276,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2014,"Rate per 100,000 population",40.2065093251935,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2014,"Rate per 100,000 population",54.7161343406388,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2015,"Rate per 100,000 population",18.2077047416658,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2015,"Rate per 100,000 population",46.1757562697766,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2015,"Rate per 100,000 population",65.9222036106458,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2016,"Rate per 100,000 population",24.6721921300858,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2016,"Rate per 100,000 population",53.0573207019677,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2016,"Rate per 100,000 population",72.4184506078043,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2017,"Rate per 100,000 population",6.70782045829159,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2017,"Rate per 100,000 population",52.8641237009804,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2017,"Rate per 100,000 population",83.8187582952367,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2018,"Rate per 100,000 population",8.33800140806379,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2018,"Rate per 100,000 population",56.9715477075595,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2018,"Rate per 100,000 population",94.8125264338648,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2019,"Rate per 100,000 population",10.670906744177,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2019,"Rate per 100,000 population",55.1839367745227,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2019,"Rate per 100,000 population",97.6149946003331,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2020,"Rate per 100,000 population",10.6073828598787,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2020,"Rate per 100,000 population",56.6602128187137,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2020,"Rate per 100,000 population",107.702158799854,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2021,"Rate per 100,000 population",10.8583375625724,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2021,"Rate per 100,000 population",55.0135931390115,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2021,"Rate per 100,000 population",116.55322177412,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2014,"Rate per 100,000 population",6.60003303425185,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2014,"Rate per 100,000 population",2.1709297006443,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2015,"Rate per 100,000 population",6.66240236531657,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2015,"Rate per 100,000 population",5.05812557868386,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2015,"Rate per 100,000 population",3.2022027669646,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2016,"Rate per 100,000 population",6.97644579554761,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2016,"Rate per 100,000 population",6.70089566164718,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2016,"Rate per 100,000 population",3.70601966846762,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2017,"Rate per 100,000 population",6.05522491185408,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2017,"Rate per 100,000 population",22.6977105801164,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2017,"Rate per 100,000 population",7.60710696587814,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2017,"Rate per 100,000 population",3.47642766086037,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2018,"Rate per 100,000 population",5.92892575151436,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2018,"Rate per 100,000 population",24.5549821259495,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2018,"Rate per 100,000 population",8.74959949380568,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2018,"Rate per 100,000 population",3.28612474129518,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2019,"Rate per 100,000 population",5.7459093424069,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2019,"Rate per 100,000 population",27.6180336138626,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2019,"Rate per 100,000 population",10.498325272022,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2019,"Rate per 100,000 population",3.36759134944427,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2020,"Rate per 100,000 population",5.80832515308063,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2020,"Rate per 100,000 population",28.4042434282196,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2020,"Rate per 100,000 population",9.25978529833188,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2020,"Rate per 100,000 population",4.20854340238209,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2021,"Rate per 100,000 population",6.16872230946779,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2021,"Rate per 100,000 population",32.2605061688881,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2021,"Rate per 100,000 population",10.2676693152708,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2021,"Rate per 100,000 population",3.87934836694542,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2013,"Rate per 100,000 population",37.7845306095662,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2014,"Rate per 100,000 population",38.2730916881639,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2015,"Rate per 100,000 population",39.0266926728047,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2015,"Rate per 100,000 population",159.048003761012,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2016,"Rate per 100,000 population",41.0563542688466,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2016,"Rate per 100,000 population",152.370798897591,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2017,"Rate per 100,000 population",4.99921649545223,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2017,"Rate per 100,000 population",139.658998920525,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,"Rate per 100,000 population",5.12758329875976,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,"Rate per 100,000 population",120.448971338095,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2019,"Rate per 100,000 population",5.24109534815773,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2020,"Rate per 100,000 population",5.35945475276341,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2013,"Rate per 100,000 population",59.8460826664268,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2014,"Rate per 100,000 population",59.0456434652174,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2015,"Rate per 100,000 population",61.1778955609338,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2015,"Rate per 100,000 population",409.137227062824,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2016,"Rate per 100,000 population",63.355147814617,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2016,"Rate per 100,000 population",414.413420849141,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2017,"Rate per 100,000 population",8.09819751558054,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2017,"Rate per 100,000 population",387.323717453876,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,"Rate per 100,000 population",8.56015417717288,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,"Rate per 100,000 population",368.032834964871,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,"Rate per 100,000 population",8.61692615336656,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,"Rate per 100,000 population",7.98440344886359,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2013,"Rate per 100,000 population",62.3571240096401,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2014,"Rate per 100,000 population",61.2437781319748,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2015,"Rate per 100,000 population",62.7901637279466,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2015,"Rate per 100,000 population",127.647015584795,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,"Rate per 100,000 population",64.3664523769031,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,"Rate per 100,000 population",125.150822226507,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2017,"Rate per 100,000 population",13.2063095072806,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2017,"Rate per 100,000 population",116.26108133519,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,"Rate per 100,000 population",13.3164915150187,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,"Rate per 100,000 population",108.953667211785,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,"Rate per 100,000 population",12.8103743003077,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,"Rate per 100,000 population",11.536903590686,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2013,"Rate per 100,000 population",21.3917912509781,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2014,"Rate per 100,000 population",20.842276882529,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2015,"Rate per 100,000 population",21.2906186385563,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2015,"Rate per 100,000 population",81.2289165537478,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2016,"Rate per 100,000 population",23.007256766894,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2016,"Rate per 100,000 population",81.1568385370385,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2017,"Rate per 100,000 population",2.5364575719491,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2017,"Rate per 100,000 population",76.6358002752506,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2018,"Rate per 100,000 population",2.63884452078262,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2018,"Rate per 100,000 population",78.5353963267594,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2019,"Rate per 100,000 population",2.75402679763406,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2020,"Rate per 100,000 population",2.4393873874649,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2013,"Rate per 100,000 population",60.3103661129564,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2014,"Rate per 100,000 population",57.8565269711155,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2015,"Rate per 100,000 population",61.3349119994332,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2015,"Rate per 100,000 population",151.719626039547,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,"Rate per 100,000 population",61.9054149659257,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,"Rate per 100,000 population",152.065446595191,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,"Rate per 100,000 population",12.0212692134303,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,"Rate per 100,000 population",149.986651188044,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,"Rate per 100,000 population",11.6797973761781,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,"Rate per 100,000 population",141.71947933824,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2019,"Rate per 100,000 population",11.8125813271682,CTS
